1.49494e+09	2.46263e+08	324.76	181.746
1.49494e+09	3.46879e+08	317.951	177.692
1.49494e+09	4.47359e+08	307.082	171.958
1.49494e+09	5.47885e+08	297.005	172.814
1.49494e+09	6.48478e+08	283.051	169.409
1.49494e+09	7.48982e+08	269.534	166.762
1.49494e+09	8.4953e+08	256.134	165.529
1.49494e+09	9.50078e+08	243.625	164.844
1.49494e+09	5.05791e+07	230.184	160.723
1.49494e+09	1.51094e+08	216.116	158.128
1.49494e+09	2.51675e+08	199.46	154.532
1.49494e+09	3.52172e+08	186.007	151.135
1.49494e+09	4.5272e+08	175.49	149.302
1.49494e+09	5.53369e+08	172.66	147.531
1.49494e+09	6.53917e+08	161.053	146.252
1.49494e+09	7.54418e+08	152.502	151.296
1.49494e+09	8.54966e+08	147.784	164.72
1.49494e+09	9.55514e+08	140.418	172.304
1.49494e+09	5.60625e+07	133.37	181.633
1.49494e+09	1.56595e+08	128.629	193.681
1.49494e+09	2.57143e+08	127.316	203.019
1.49494e+09	3.57675e+08	121.448	223.731
1.49494e+09	4.58189e+08	115.94	248.187
1.49494e+09	5.58737e+08	111.385	268.367
1.49494e+09	6.59277e+08	110.047	284.201
1.49494e+09	7.59791e+08	111.871	299.891
1.49494e+09	8.60373e+08	117.491	310.519
1.49494e+09	9.60921e+08	124.346	318.719
1.49494e+09	6.14691e+07	132.653	311.007
1.49494e+09	1.62002e+08	141.317	310.073
1.49494e+09	2.6252e+08	140.398	321.482
1.49494e+09	3.63068e+08	134.778	304.054
1.49494e+09	4.63616e+08	137.836	308.447
1.49494e+09	5.64152e+08	170.235	315.871
1.49494e+09	6.64642e+08	174.303	310.914
1.49494e+09	7.65261e+08	175.547	310.059
1.49494e+09	8.65809e+08	193.2	304.877
1.49494e+09	9.6637e+08	200.959	300.947
1.49494e+09	6.69265e+07	219.238	296.152
1.49494e+09	1.67466e+08	241.884	292.62
1.49494e+09	2.68023e+08	250.675	291.829
1.49494e+09	3.686e+08	253.025	293.792
1.49494e+09	4.69121e+08	249.996	295.49
1.49494e+09	5.69685e+08	261.492	292.613
1.49494e+09	6.70316e+08	262.071	292.334
1.49494e+09	7.70864e+08	259.282	292.199
1.49494e+09	8.71329e+08	256.143	293.141
1.49494e+09	9.71877e+08	257.523	288.655
1.49494e+09	7.25746e+07	249.559	285.981
1.49494e+09	1.73726e+08	230.534	288.189
1.49494e+09	2.73521e+08	212.246	291.145
1.49494e+09	3.74045e+08	197.767	296.687
1.49494e+09	4.74606e+08	190.941	299.122
1.49494e+09	5.75215e+08	184.157	302.237
1.49494e+09	6.75689e+08	175.115	299.017
1.49494e+09	7.76232e+08	173.438	291.938
1.49494e+09	8.76806e+08	148.414	294.702
1.49494e+09	9.77329e+08	141.111	297.023
1.49494e+09	7.78224e+07	135.027	298.643
1.49494e+09	1.78322e+08	131.207	300.265
1.49494e+09	2.7896e+08	130.584	301.773
1.49494e+09	3.79481e+08	129.782	299.645
1.49494e+09	4.80015e+08	125.779	298.45
1.49494e+09	5.80563e+08	123.427	292.37
1.49494e+09	6.81125e+08	119.292	282.721
1.49494e+09	7.81616e+08	117.307	279.658
1.49494e+09	8.82137e+08	121.483	260.725
1.49494e+09	9.82682e+08	125.898	236.021
1.49494e+09	8.32329e+07	132.617	214.948
1.49494e+09	1.83798e+08	143.985	201.792
1.49494e+09	2.84459e+08	162.012	197.319
1.49494e+09	3.85007e+08	180.966	198.086
1.49494e+09	4.85571e+08	188.587	176.67
1.49494e+09	5.86103e+08	206.651	182.373
1.49494e+09	6.86629e+08	234.101	175.214
1.49494e+09	7.8714e+08	249.142	172.567
1.49494e+09	8.87679e+08	267.18	169.671
1.49494e+09	9.88227e+08	280.493	168.361
1.49494e+09	8.87749e+07	288.814	166.669
1.49494e+09	1.89301e+08	289.082	167.066
1.49494e+09	2.89849e+08	294.32	167.868
1.49494e+09	3.90403e+08	298.07	169.681
1.49494e+09	4.90951e+08	299.135	174.589
1.49494e+09	5.91499e+08	301.159	176.316
1.49494e+09	6.91974e+08	301.397	180.862
1.49494e+09	7.92522e+08	289.72	202.468
1.49494e+09	8.93058e+08	296.698	205.14
1.49494e+09	9.93597e+08	308.725	205.559
1.49494e+09	9.41536e+07	313.193	203.289
1.49494e+09	1.94729e+08	326.185	201.81
1.49494e+09	2.95273e+08	327.549	202.123
1.49494e+09	3.95821e+08	328.154	205.543
1.49494e+09	4.96369e+08	317.26	212.374
1.49494e+09	5.96852e+08	302.344	222.806
1.49494e+09	6.974e+08	283.825	236.532
1.49494e+09	7.97974e+08	256.412	252.467
1.49494e+09	8.98522e+08	263.598	248.057
1.49494e+09	9.99101e+08	269.25	262.529
1.49494e+09	9.96487e+07	266.37	281.431
1.49494e+09	2.00228e+08	259.361	297.202
1.49494e+09	3.007e+08	246.536	307.997
1.49494e+09	4.01149e+08	223.119	323.32
1.49494e+09	5.01683e+08	171.105	332.145
1.49494e+09	6.02317e+08	142.08	343.544
1.49494e+09	7.02793e+08	129.844	341.652
1.49494e+09	8.03415e+08	94.0978	349.375
1.49494e+09	9.03963e+08	48.5102	373.818
