1.49494e+09	9.96163e+08	0.65	268.35
1.49494e+09	9.65767e+07	4.03933	268.416
1.49494e+09	1.97152e+08	14.1675	265.98
1.49494e+09	2.977e+08	33.0934	270.189
1.49494e+09	3.98281e+08	51.0912	272.474
1.49494e+09	4.98861e+08	68.2165	276.222
1.49494e+09	5.99455e+08	91.6503	275.408
1.49494e+09	7.00003e+08	88.805	264.742
1.49494e+09	8.00551e+08	102.56	260.029
1.49494e+09	9.01099e+08	124.513	259.777
1.49494e+09	1.63411e+06	139.252	257.753
1.49494e+09	1.0218e+08	150.118	255.266
1.49494e+09	2.0273e+08	169.6	256.533
1.49494e+09	3.03242e+08	181.806	257.826
1.49494e+09	4.03765e+08	195.397	260.841
1.49494e+09	5.04172e+08	205.838	262.479
1.49494e+09	6.04855e+08	224.9	261.149
1.49494e+09	7.0523e+08	239.878	257.979
1.49494e+09	8.05951e+08	260.408	255.599
1.49494e+09	9.06408e+08	290.198	248.933
1.49494e+09	7.10224e+06	316.969	242.477
1.49494e+09	1.07503e+08	328.729	241.135
1.49494e+09	2.08051e+08	343.747	241.395
1.49494e+09	3.08547e+08	358.198	244.53
1.49494e+09	4.09046e+08	367.97	245.21
1.49494e+09	5.09537e+08	377.999	245.599
1.49494e+09	6.10086e+08	389.059	240.328
1.49494e+09	7.10596e+08	396.869	230.283
1.49494e+09	8.11335e+08	396.432	215.461
1.49494e+09	9.11883e+08	394.01	201.722
1.49494e+09	1.24969e+07	400.763	187.046
1.49494e+09	1.13109e+08	337.374	187.536
1.49494e+09	2.13645e+08	361.109	180.56
1.49494e+09	3.14205e+08	374.299	171.854
1.49494e+09	4.14774e+08	384.264	159.534
1.49494e+09	5.15201e+08	399.882	150.062
1.49494e+09	6.1565e+08	403.612	141.116
1.49494e+09	7.16156e+08	410.249	137.243
1.49494e+09	8.16683e+08	413.464	138.293
1.49494e+09	9.17231e+08	395.598	145.775
1.49494e+09	1.77653e+07	383.944	156.027
1.49494e+09	1.18318e+08	371.908	166.089
1.49494e+09	2.18902e+08	401.36	155.477
1.49494e+09	3.19542e+08	431.936	166.958
1.49494e+09	4.2009e+08	439.347	190.721
1.49494e+09	5.2072e+08	442.663	214.869
1.49494e+09	6.21329e+08	449.603	246.299
1.49494e+09	7.21867e+08	450.113	284.88
1.49494e+09	8.22334e+08	436.955	311.429
1.49494e+09	9.22963e+08	427.926	331.997
1.49494e+09	2.34303e+07	423.021	344.2
1.49494e+09	1.23976e+08	414.446	356.08
1.49494e+09	2.24526e+08	403.414	364.755
1.49494e+09	3.25098e+08	401.86	371.766
1.49494e+09	4.25624e+08	388.177	376.88
1.49494e+09	5.26172e+08	378.423	375.534
1.49494e+09	6.26608e+08	373.337	378.983
1.49494e+09	7.27197e+08	361.256	375.107
1.49494e+09	8.27745e+08	356.471	375.363
1.49494e+09	9.28277e+08	348.32	375.936
1.49494e+09	2.89259e+07	339.757	377.569
1.49494e+09	1.29463e+08	329.293	378.861
1.49494e+09	2.29921e+08	319.803	374.982
1.49494e+09	3.30441e+08	309.758	371.273
1.49494e+09	4.30989e+08	300.386	366.684
1.49494e+09	5.31498e+08	293.547	360.729
1.49494e+09	6.32046e+08	290.251	351.648
1.49494e+09	7.32565e+08	290.078	337.284
1.49494e+09	8.33251e+08	290.208	321.932
1.49494e+09	9.3382e+08	292.639	310.08
1.49494e+09	3.43678e+07	293.38	299.902
1.49494e+09	1.34858e+08	296.594	291.29
1.49494e+09	2.35386e+08	301.638	282.722
1.49494e+09	3.35871e+08	301.806	274.253
1.49494e+09	4.36402e+08	304.5	269.01
1.49494e+09	5.36901e+08	306.122	264.276
1.49494e+09	6.37449e+08	308.558	265.46
1.49494e+09	7.37984e+08	307.714	265.335
1.49494e+09	8.38582e+08	311.266	268.061
1.49494e+09	9.39134e+08	311.608	268.974
1.49494e+09	3.97596e+07	308.528	270.302
1.49494e+09	1.40308e+08	305.5	268.85
1.49494e+09	2.40865e+08	303.706	265.852
1.49494e+09	3.41408e+08	299.784	265.469
1.49494e+09	4.41956e+08	304.673	256.863
1.49494e+09	5.42491e+08	313.963	243.589
1.49494e+09	6.43035e+08	320.743	228.676
1.49494e+09	7.43574e+08	326.956	217.915
1.49494e+09	8.44094e+08	329.304	207.394
1.49494e+09	9.44642e+08	331.688	197.304
1.49494e+09	4.51932e+07	330.033	182.144
1.49494e+09	1.45741e+08	327.67	180.904
